system_word,player_word,outcome
Kevlar Vest,Neutralizing Agent,1
Propaganda,Earthquake,0
Hydraulic Jack,Jackhammer,0
Avalanche,Dynamite,0
Drought,Glacier,0
Reforestation,Vacuum,0
Innovation,Evacuation,0
Bulldozer,Propaganda,0
Disease,Viral Meme,1
Dragon,Solar Deflection Array,0
Flood,Lava,0
Signal Jammer,Reinforced Steel Door,0
Acid,Flood,0
Hydraulic Jack,Drought,0
Boulder,Bulldozer,1
Absorption,Planetary Defense Shield,0
Nanobot Swarm,Vacation,0
Avalanche,Dragon,0
Evacuation,Time,1
Vacation,Boulder,0
Resilience,Innovation,0
Laser,Evacuation,0
Earthquake,Love,0
Oil,Dynamite,0
Oil,Freeze,1
Orbital Laser,Therapy,1
Anti-Virus Nanocloud,War,0
Confidence,Vacuum,0
Love,Planetary Defense Shield,0
Nanobot Swarm,Drought,1
Sandpaper,Absorption,0
Sonic Boom,Nanobot Swarm,0
Laser,AI Kill Switch,0
Terraforming Device,Evacuation,0
Laser,Tsunami,0
Bear Trap,Tsunami,0
Boulder,Fire Blanket,1
Neutralizing Agent,Bulldozer,1
Seismic Dampener,Mutation,0
Robot,Life Raft,0
Rainstorm,H-bomb,1
Bulldozer,Tsunami,0
Propaganda,Viral Meme,0
Freeze,Tsunami,0
Grizzly,Solar Deflection Array,1
H-bomb,Cataclysm Containment Field,0
Propaganda,Therapy,0
Satellite,Super Glue,0
Seismic Dampener,Persistence,0
Satellite,Life Raft,0
Signal Jammer,Kevlar Vest,1
Freeze,Steam,0
Persistence,Lightning,1
Bear Trap,Satellite,1
Life Raft,Encryption,1
Confidence,Bulldozer,0
Propaganda,Sunshine,0
Propaganda,Viral Meme,0
Sonic Boom,Persistence,1
Jackhammer,Dragon,0
Nanobot Swarm,Neutralizing Agent,1
Cataclysm Containment Field,Reality Resynchronizer,0
Love,Avalanche,1
Nanobot Swarm,Lightning,0
Fire Extinguisher,AI Kill Switch,1
Robot,Hurricane,0
Evacuation,Dam,1
Time,Fire,0
Dam,Sandpaper,0
Oil,Sunshine,0
Bulldozer,Seismic Dampener,0
Bear Trap,Lava,0
Dam,Cataclysm Containment Field,0
Life Raft,Flood,0
Earthquake,Time,0
Freeze,Antimatter Cannon,0
Bear Trap,Avalanche,1
Anti-Virus Nanocloud,Bear Trap,1
Tsunami,Signal Jammer,0
Persistence,Confidence,0
Gust,Resilience,1
Bulldozer,Jackhammer,0
Seismic Dampener,AI Kill Switch,0
Dam,Evacuation,1
Mutation,Sonic Boom,1
Steam,Freeze,1
Signal Jammer,Encryption,1
Hurricane,Signal Jammer,0
Cataclysm Containment Field,AI Kill Switch,1
Neutralizing Agent,Kevlar Vest,0
Vacuum,Vacation,0
AI Kill Switch,Planetary Defense Shield,1
Reforestation,Orbital Laser,1
Therapy,Resilience,0
Neutralizing Agent,Rainstorm,0
Avalanche,Resilience,1
Planetary Evacuation Fleet,Acid,0
Molotov Cocktail,Glacier,0
Glacier,Reinforced Steel Door,0
Signal Jammer,Lightning,0
Viral Meme,Dam,0
Dam,Proof,0
Fire,Life Raft,1
Anti-Virus Nanocloud,Gust,1
Proof,Molotov Cocktail,0
Absorption,Vacuum,0
Resilience,Reinforced Steel Door,0
Sonic Boom,Dam,0
Glacier,Innovation,1
Love,Fire Blanket,0
Evacuation,Mutation,0
Cataclysm Containment Field,Lightning,0
Super Glue,Resilience,0
Sandpaper,Dynamite,0
Fire,Freeze,1
Drill,Sandpaper,0
Resilience,Dynamite,0
Innovation,Vacuum,0
Evacuation,Propaganda,1
Rainstorm,H-bomb,1
Hurricane,Love,1
Steam,Confidence,1
Laser,Robot,0
Planetary Defense Shield,Fire Extinguisher,1
Molotov Cocktail,Sonic Boom,0
Evacuation,Nanobot Swarm,0
Cataclysm Containment Field,Earthquake,0
Reforestation,Diamond Cage,0
Lightning,Gust,1
Reinforced Steel Door,Therapy,1
Antimatter Cannon,Bear Trap,1
Disease,Time,0
Boulder,Nanobot Swarm,1
Proof,Signal Jammer,1
Vacation,Flood,0
Flood,Orbital Laser,1
Freeze,Innovation,0
Nanobot Swarm,Sunshine,1
Hydraulic Jack,Hurricane,0
Diamond Cage,Innovation,0
Therapy,Solar Deflection Array,0
Seismic Dampener,Signal Jammer,0
Earthquake,Freeze,0
Avalanche,Fire,1
Confidence,Drill,0
Terraforming Device,Drill,1
Anti-Virus Nanocloud,Oil,1
Lava,Glacier,1
H-bomb,Dam,1
Bear Trap,Life Raft,1
Life Raft,Reinforced Steel Door,1
Lightning,Grizzly,1
Explosion,Absorption,1
Rainstorm,AI Kill Switch,0
Sunshine,Water,1
Propaganda,Lightning,0
Orbital Laser,Drought,0
Fire,Bulldozer,1
Signal Jammer,Dragon,0
Rainstorm,Vacation,0
Boulder,Anti-Virus Nanocloud,1
Gust,Flood,0
Explosion,Nanobot Swarm,0
Lava,Cataclysm Containment Field,0
Disease,Jackhammer,0
Proof,Vacuum,0
Confidence,Sonic Boom,0
Rainstorm,Neutralizing Agent,0
Grizzly,Avalanche,0
Absorption,Reforestation,1
Sonic Boom,Evacuation,1
Drought,Super Glue,0
H-bomb,Orbital Laser,1
Confidence,Encryption,0
Antimatter Cannon,Singularity Stabilizer,1
Acid,Flood,0
Encryption,Explosion,0
Vacuum,Avalanche,0
Love,Bulldozer,0
Absorption,Bulldozer,0
Time,Propaganda,0
Vacuum,Grizzly,0
Solar Deflection Array,Solar Deflection Array,0
Rainstorm,Solar Deflection Array,0
Encryption,Grizzly,0
Grizzly,Avalanche,0
Life Raft,Jackhammer,0
Neutralizing Agent,Solar Deflection Array,1
Planetary Evacuation Fleet,Dynamite,0
Seismic Dampener,Resilience,0
Boulder,Jackhammer,0
Nanobot Swarm,Rainstorm,0
Life Raft,AI Kill Switch,1
Sonic Boom,Love,1
Bulldozer,Dragon,0
Avalanche,Mutation,0
Lava,Dam,1
Fire Blanket,Avalanche,0
Diamond Cage,Oil,1
Drought,Boulder,0
Water,Lightning,0
Flood,Grizzly,0
Bulldozer,Bear Trap,0
Mutation,Explosion,0
War,Cataclysm Containment Field,0
Vacuum,Love,0
Seismic Dampener,Persistence,0
Love,Fire,0
Explosion,Fire,0
H-bomb,Acid,0
Resilience,Steam,0
Anti-Virus Nanocloud,War,1
Seismic Dampener,Tsunami,1
Boulder,Nanobot Swarm,0
Viral Meme,Terraforming Device,1
Rainstorm,Lightning,0
Dragon,Vacation,1
Reforestation,Viral Meme,0
Absorption,Flood,0
Flood,Persistence,1
Fire,Absorption,0
Oil,Steam,1
Drill,Dynamite,0
Vacation,Cataclysm Containment Field,0
Earthquake,Hydraulic Jack,0
Acid,Explosion,0
Lava,Laser,0
Acid,Orbital Laser,0
Proof,Life Raft,0
Cataclysm Containment Field,Terraforming Device,1
Life Raft,Fire,0
Vacation,Diamond Cage,0
Satellite,Therapy,0
Reforestation,Hydraulic Jack,0
Time,Freeze,0
Solar Deflection Array,Neutralizing Agent,0
Robot,Jackhammer,0
Fire Extinguisher,Persistence,0
Flood,Absorption,1
Reinforced Steel Door,Grizzly,0
Dynamite,Dragon,0
Vacuum,Fire Blanket,0
Confidence,War,0
Rainstorm,Reality Resynchronizer,0
Planetary Evacuation Fleet,Nanobot Swarm,0
Terraforming Device,Evacuation,0
Reality Resynchronizer,Cataclysm Containment Field,0
Neutralizing Agent,Lightning,0
Evacuation,Hurricane,0
Life Raft,H-bomb,0
Water,Resilience,1
Planetary Defense Shield,Bear Trap,0
Innovation,Dam,0
Neutralizing Agent,Dynamite,0
Dynamite,Fire Blanket,1
Tsunami,Proof,1
Confidence,Water,0
Sonic Boom,Reality Resynchronizer,1
Neutralizing Agent,Lava,0
Flood,Sonic Boom,0
Confidence,War,0
Acid,Fire Blanket,0
Innovation,Molotov Cocktail,0
Steam,Nanobot Swarm,0
Solar Deflection Array,Lava,0
Terraforming Device,Innovation,0
Vacuum,Solar Deflection Array,0
War,Rainstorm,0
Dragon,Explosion,0
Singularity Stabilizer,Mutation,0
Glacier,Bear Trap,0
Tsunami,Lightning,1
Resilience,Hydraulic Jack,1
Singularity Stabilizer,Drought,0
Gust,Innovation,0
War,Dynamite,1
Encryption,Vacation,1
Lava,Hydraulic Jack,0
Seismic Dampener,Resilience,0
Drought,Rainstorm,0
War,Drought,1
Neutralizing Agent,Bulldozer,1
Resilience,Bulldozer,1
Glacier,Vacuum,0
Bulldozer,Absorption,0
Solar Deflection Array,Seismic Dampener,0
Life Raft,Singularity Stabilizer,1
Orbital Laser,Vacuum,0
Encryption,Satellite,1
Drill,Nanobot Swarm,0
Drought,AI Kill Switch,0
Earthquake,Hydraulic Jack,0
Seismic Dampener,Fire Blanket,0
Rainstorm,Evacuation,0
Viral Meme,Bulldozer,0
Signal Jammer,Grizzly,1
Fire,Super Glue,0
Life Raft,Planetary Defense Shield,0
Encryption,Gust,0
Laser,Drought,0
Oil,Oil,0
Dynamite,Bulldozer,0
Reforestation,Persistence,1
Evacuation,Super Glue,1
Gust,Robot,0
Signal Jammer,Persistence,0
Reforestation,Lightning,0
War,Kevlar Vest,1
AI Kill Switch,Orbital Laser,1
Lightning,AI Kill Switch,0
Steam,Sandpaper,0
Robot,Boulder,0
Water,Sunshine,0
Drill,Hurricane,1
Mutation,Rainstorm,0
Sunshine,Dragon,0
Disease,Drill,1
Hydraulic Jack,Drought,0
Lightning,Diamond Cage,0
War,Proof,1
War,Flood,1
Boulder,Cataclysm Containment Field,0
War,Fire Extinguisher,1
Sonic Boom,Sunshine,0
H-bomb,Tsunami,0
Lightning,Hurricane,0
Hydraulic Jack,Robot,0
Encryption,Bulldozer,1
Orbital Laser,Viral Meme,0
Persistence,Super Glue,0
Gust,Dam,0
Fire Extinguisher,Therapy,0
Resilience,Jackhammer,1
Persistence,Sandpaper,0
Water,Planetary Evacuation Fleet,0
Reinforced Steel Door,Dam,0
Flood,Lava,0
Singularity Stabilizer,Jackhammer,0
Diamond Cage,Earthquake,1
Resilience,Evacuation,0
Time,H-bomb,0
Sunshine,Lava,0
Therapy,AI Kill Switch,1
Singularity Stabilizer,Seismic Dampener,0
Disease,Planetary Defense Shield,1
Rainstorm,Mutation,0
Reforestation,Reinforced Steel Door,0
Encryption,Laser,1
Confidence,Planetary Defense Shield,1
Oil,Confidence,0
Seismic Dampener,Resilience,0
Kevlar Vest,Nanobot Swarm,0
Planetary Defense Shield,Bulldozer,0
Evacuation,War,0
Avalanche,Oil,0
Glacier,Dragon,0
Boulder,Persistence,0
Reinforced Steel Door,Signal Jammer,1
Reality Resynchronizer,Jackhammer,0
Propaganda,Singularity Stabilizer,0
H-bomb,Dragon,0
Therapy,Lightning,0
Anti-Virus Nanocloud,Water,0
Seismic Dampener,Neutralizing Agent,0
Time,Bulldozer,0
Bear Trap,Vacuum,0
Love,Lava,0
Seismic Dampener,Confidence,0
Water,Anti-Virus Nanocloud,0
Drill,Singularity Stabilizer,0
Planetary Defense Shield,Oil,0
Viral Meme,Propaganda,1
Cataclysm Containment Field,Sandpaper,0
Singularity Stabilizer,Robot,0
Reinforced Steel Door,Oil,0
War,Reality Resynchronizer,1
Oil,Boulder,0
Sandpaper,Innovation,0
Singularity Stabilizer,H-bomb,0
Gust,Rainstorm,0
Grizzly,Therapy,0
Molotov Cocktail,Freeze,0
Planetary Evacuation Fleet,Fire Extinguisher,0
AI Kill Switch,Absorption,0
Absorption,Reality Resynchronizer,1
Singularity Stabilizer,Hurricane,0
Fire,Oil,0
Kevlar Vest,Dragon,0
Fire Blanket,Nanobot Swarm,0
Fire Extinguisher,Solar Deflection Array,0
AI Kill Switch,Grizzly,0
Solar Deflection Array,Molotov Cocktail,0
Super Glue,Propaganda,0
Nanobot Swarm,Anti-Virus Nanocloud,0
Tsunami,Robot,1
War,Dragon,0
Life Raft,Flood,0
Reinforced Steel Door,Antimatter Cannon,0
Antimatter Cannon,Dragon,1
Reinforced Steel Door,Solar Deflection Array,0
Planetary Evacuation Fleet,Jackhammer,0
Lightning,Time,0
Fire Blanket,Drought,0
Super Glue,Resilience,1
Time,Anti-Virus Nanocloud,0
Hurricane,Sunshine,0
Super Glue,Time,1
Persistence,Diamond Cage,1
Antimatter Cannon,Confidence,1
Vacation,Signal Jammer,1
Fire,Neutralizing Agent,1
Resilience,Molotov Cocktail,0
Satellite,Molotov Cocktail,0
Dynamite,AI Kill Switch,1
Fire,Diamond Cage,0
Water,Grizzly,1
Nanobot Swarm,Fire Extinguisher,1
Water,Hurricane,0
Drought,Life Raft,0
Singularity Stabilizer,Flood,0
H-bomb,Acid,0
Neutralizing Agent,Seismic Dampener,1
Boulder,Water,0
Kevlar Vest,Propaganda,0
Bulldozer,Diamond Cage,1
Encryption,Kevlar Vest,0
Mutation,Dynamite,0
Drought,Resilience,0
Flood,Steam,0
Bulldozer,Nanobot Swarm,0
Molotov Cocktail,Sunshine,0
Super Glue,Evacuation,1
Robot,Robot,0
Reality Resynchronizer,Molotov Cocktail,0
Disease,Sonic Boom,1
Rainstorm,Drought,1
Innovation,Persistence,0
Sonic Boom,Persistence,0
Fire,Fire,0
Planetary Evacuation Fleet,Disease,0
Mutation,Resilience,0
Jackhammer,Lightning,1
Oil,Hurricane,1
Disease,Sunshine,0
Propaganda,War,1
Orbital Laser,Propaganda,0
Seismic Dampener,Fire,0
Viral Meme,Reforestation,0
Bear Trap,Lava,0
Satellite,Vacation,0
Confidence,Fire Extinguisher,0
Anti-Virus Nanocloud,Steam,1
Terraforming Device,Drill,0
Boulder,Reinforced Steel Door,0
Jackhammer,Steam,0
Flood,Acid,0
Signal Jammer,AI Kill Switch,0
Bear Trap,Sonic Boom,0
Persistence,Vacuum,0
Love,Satellite,0
Solar Deflection Array,Molotov Cocktail,1
Planetary Defense Shield,Planetary Evacuation Fleet,0
Solar Deflection Array,Planetary Evacuation Fleet,0
Terraforming Device,Innovation,0
Tsunami,Persistence,1
Dynamite,Rainstorm,0
Absorption,H-bomb,0
Gust,Viral Meme,1
Tsunami,Sonic Boom,0
Mutation,Cataclysm Containment Field,0
Grizzly,H-bomb,1
Seismic Dampener,Earthquake,0
Neutralizing Agent,Tsunami,0
Bulldozer,Reforestation,0
Robot,Signal Jammer,0
Super Glue,Drought,1
Vacation,Hydraulic Jack,0
Terraforming Device,Propaganda,0
Hurricane,Gust,1
H-bomb,Reforestation,0
Drought,Sandpaper,0
Reality Resynchronizer,Explosion,1
Satellite,Boulder,0
Sandpaper,Grizzly,1
Orbital Laser,Fire Extinguisher,0
Proof,Hydraulic Jack,1
Solar Deflection Array,Encryption,0
Explosion,Explosion,0
Earthquake,Sonic Boom,0
Avalanche,Vacation,0
Grizzly,Time,1
Rainstorm,Signal Jammer,1
Vacuum,Acid,0
Sonic Boom,Therapy,0
Oil,Persistence,1
Antimatter Cannon,Earthquake,0
Oil,Antimatter Cannon,0
Sonic Boom,Orbital Laser,1
Freeze,Bulldozer,0
Therapy,Vacation,0
Lightning,Acid,1
Dam,Flood,0
Reforestation,Satellite,1
Neutralizing Agent,Acid,1
Dragon,Jackhammer,0
Confidence,Mutation,0
Explosion,Seismic Dampener,0
Vacuum,Propaganda,0
Sandpaper,Dam,0
Sonic Boom,Jackhammer,0
Flood,Lava,0
Dam,Fire Extinguisher,0
Proof,Orbital Laser,1
Planetary Defense Shield,Planetary Defense Shield,0
Propaganda,Robot,1
Jackhammer,Solar Deflection Array,0
Neutralizing Agent,Acid,1
Cataclysm Containment Field,Terraforming Device,0
Propaganda,Reality Resynchronizer,0
Steam,Laser,1
Sunshine,Satellite,0
Persistence,War,1
Flood,Grizzly,0
Confidence,Terraforming Device,1
Fire Blanket,Therapy,0
Proof,Planetary Defense Shield,0
Robot,Neutralizing Agent,1
Acid,Cataclysm Containment Field,0
Hurricane,AI Kill Switch,0
Steam,Terraforming Device,0
Reforestation,Fire Blanket,0
Reinforced Steel Door,Life Raft,0
Resilience,Reality Resynchronizer,0
Diamond Cage,Orbital Laser,0
Proof,Viral Meme,0
Jackhammer,Steam,1
Nanobot Swarm,Sonic Boom,0
Molotov Cocktail,Dynamite,0
Singularity Stabilizer,Tsunami,0
Life Raft,Drought,0
Explosion,Mutation,0
Dam,Explosion,0
Singularity Stabilizer,Life Raft,0
Sunshine,Reinforced Steel Door,1
Reforestation,Disease,0
Boulder,Propaganda,1
Vacation,Cataclysm Containment Field,0
Hydraulic Jack,Rainstorm,1
Planetary Evacuation Fleet,Water,0
Oil,Oil,0
Reforestation,Diamond Cage,1
Robot,Tsunami,1
Resilience,Earthquake,1
Dragon,Dragon,0
Orbital Laser,Therapy,1
Kevlar Vest,Drill,0
Vacation,Orbital Laser,0
Lava,Planetary Defense Shield,0
Gust,H-bomb,0
Therapy,Planetary Evacuation Fleet,1
Boulder,Jackhammer,0
Acid,Acid,0
Planetary Defense Shield,Antimatter Cannon,0
Earthquake,Jackhammer,0
Molotov Cocktail,Explosion,1
Fire,Anti-Virus Nanocloud,1
Solar Deflection Array,Dragon,0
Grizzly,Hurricane,1
Flood,Robot,0
Sandpaper,Flood,1
Bear Trap,Orbital Laser,1
Evacuation,Bear Trap,1
Seismic Dampener,Super Glue,1
Proof,AI Kill Switch,0
Resilience,Seismic Dampener,0
War,Life Raft,0
Tsunami,Hurricane,0
Therapy,Vacation,0
Steam,Disease,0
Vacuum,Sandpaper,0
Persistence,Drill,0
Satellite,Reality Resynchronizer,0
Water,Grizzly,0
Solar Deflection Array,Kevlar Vest,0
Avalanche,Planetary Evacuation Fleet,1
Laser,Time,1
Time,Hydraulic Jack,0
Encryption,Satellite,0
Persistence,Confidence,0
Rainstorm,Kevlar Vest,0
Acid,Encryption,1
Freeze,Orbital Laser,1
Viral Meme,Tsunami,1
Proof,Fire Extinguisher,0
Earthquake,Avalanche,0
Vacuum,Robot,1
Earthquake,Bear Trap,1
Jackhammer,Cataclysm Containment Field,1
Flood,Robot,0
Boulder,Grizzly,1
Water,Diamond Cage,1
Reforestation,Anti-Virus Nanocloud,0
Dragon,Signal Jammer,0
Flood,Explosion,1
Robot,Drill,0
Rainstorm,Hurricane,0
Mutation,Hydraulic Jack,0
Fire,Mutation,0
Nanobot Swarm,Diamond Cage,0
Persistence,Earthquake,1
Hurricane,Planetary Evacuation Fleet,0
Terraforming Device,Gust,1
Hydraulic Jack,Hydraulic Jack,0
Absorption,Persistence,0
Satellite,Antimatter Cannon,0
Time,Lightning,0
Reforestation,Orbital Laser,1
Viral Meme,Oil,0
Molotov Cocktail,Avalanche,1
Super Glue,Grizzly,0
Innovation,Signal Jammer,0
Lava,Fire Blanket,0
Neutralizing Agent,Vacation,0
Boulder,H-bomb,0
Acid,Oil,0
Planetary Evacuation Fleet,Grizzly,0
Confidence,Life Raft,0
Jackhammer,Robot,1
Solar Deflection Array,War,0
Neutralizing Agent,Drill,1
Steam,Vacuum,0
Fire,Time,0
Flood,Bear Trap,1
Reforestation,Mutation,0
Steam,Absorption,0
Diamond Cage,Singularity Stabilizer,0
Evacuation,Reforestation,0
Diamond Cage,Freeze,0
Acid,Resilience,1
Lava,Diamond Cage,0
Lightning,Gust,0
Avalanche,Evacuation,0
Propaganda,War,0
Planetary Defense Shield,Viral Meme,0
Signal Jammer,Reinforced Steel Door,0
Rainstorm,Steam,1
Vacation,Terraforming Device,1
Avalanche,Steam,1
Love,Planetary Defense Shield,0
Seismic Dampener,Planetary Defense Shield,0
Planetary Evacuation Fleet,Fire Extinguisher,1
Hurricane,Lava,1
Nanobot Swarm,Acid,0
Bear Trap,Lava,0
Innovation,Laser,1
Glacier,Nanobot Swarm,1
Grizzly,Propaganda,0
Explosion,Hydraulic Jack,0
Reality Resynchronizer,Resilience,0
Diamond Cage,Nanobot Swarm,0
Seismic Dampener,Love,0
Planetary Defense Shield,Absorption,0
Bulldozer,Acid,0
Persistence,Fire,0
Innovation,Bulldozer,0
Singularity Stabilizer,Therapy,1
Steam,Neutralizing Agent,0
Bear Trap,Solar Deflection Array,1
Singularity Stabilizer,Lava,1
Innovation,Molotov Cocktail,0
Antimatter Cannon,War,1
Nanobot Swarm,Dynamite,1
War,Planetary Defense Shield,0
Lightning,Innovation,1
Proof,Grizzly,0
Proof,Drill,0
Drill,Rainstorm,0
H-bomb,Kevlar Vest,1
Oil,Avalanche,0
Absorption,Dam,0
Viral Meme,Sandpaper,0
Kevlar Vest,Lightning,1
Fire Blanket,Seismic Dampener,0
Orbital Laser,Grizzly,1
Drought,Avalanche,0
Terraforming Device,Antimatter Cannon,1
Anti-Virus Nanocloud,Tsunami,1
Super Glue,Proof,0
Encryption,Absorption,0
Solar Deflection Array,Therapy,0
Drought,Fire Extinguisher,1
Dynamite,Planetary Defense Shield,0
Antimatter Cannon,Vacation,0
H-bomb,Earthquake,0
Disease,Drought,1
Bulldozer,Reinforced Steel Door,0
Dragon,Persistence,1
Disease,Planetary Evacuation Fleet,1
Love,Proof,1
Anti-Virus Nanocloud,War,0
Reforestation,Robot,1
Hydraulic Jack,Anti-Virus Nanocloud,0
Avalanche,Viral Meme,1
Dragon,Water,0
Planetary Evacuation Fleet,War,0
Flood,Laser,0
Gust,Viral Meme,1
Super Glue,Kevlar Vest,0
Drill,Drill,0
Flood,Disease,1
Rainstorm,Vacuum,0
Sandpaper,Reforestation,1
Boulder,War,1
Singularity Stabilizer,Tsunami,0
Time,Fire Blanket,0
Disease,Boulder,0
Singularity Stabilizer,H-bomb,0
Acid,Grizzly,1
Planetary Evacuation Fleet,Boulder,0
Nanobot Swarm,Grizzly,0
Propaganda,Molotov Cocktail,0
Jackhammer,Dragon,0
Drought,Drill,1
Sunshine,Grizzly,1
Reforestation,Dynamite,0
War,Terraforming Device,0
Explosion,Resilience,1
Steam,Persistence,0
Fire Extinguisher,Boulder,0
Planetary Evacuation Fleet,Solar Deflection Array,1
Sonic Boom,Absorption,0
Antimatter Cannon,Flood,0
Confidence,Glacier,0
Water,Encryption,1
Solar Deflection Array,Planetary Defense Shield,1
Fire Extinguisher,Sandpaper,1
Molotov Cocktail,H-bomb,0
Love,Reforestation,1
Nanobot Swarm,Water,1
Vacation,Nanobot Swarm,0
Antimatter Cannon,Antimatter Cannon,0
Fire Blanket,Encryption,0
Reality Resynchronizer,Vacation,1
Evacuation,Fire Extinguisher,1
Tsunami,Molotov Cocktail,1
Super Glue,Time,1
Neutralizing Agent,Mutation,1
Lava,Absorption,1
Antimatter Cannon,Steam,0
Grizzly,Planetary Evacuation Fleet,0
Freeze,Seismic Dampener,0
Time,Encryption,1
Singularity Stabilizer,Cataclysm Containment Field,0
Planetary Defense Shield,Acid,1
Neutralizing Agent,Love,0
Solar Deflection Array,Vacation,0
Vacuum,Reforestation,0
Fire,Signal Jammer,0
Confidence,Acid,0
Fire Extinguisher,Solar Deflection Array,0
Disease,Viral Meme,0
Encryption,Kevlar Vest,0
Bulldozer,Vacation,0
Steam,Disease,1
Boulder,Terraforming Device,1
Evacuation,Jackhammer,1
Hurricane,Water,0
Terraforming Device,Disease,1
Seismic Dampener,Gust,0
Lava,Acid,1
Dam,Tsunami,0
Innovation,Proof,0
Persistence,Sunshine,1
Lava,Terraforming Device,0
Dragon,Therapy,1
Encryption,Water,0
H-bomb,Reinforced Steel Door,1
Reality Resynchronizer,Dragon,0
Neutralizing Agent,Love,1
Glacier,Reinforced Steel Door,0
Sonic Boom,Molotov Cocktail,0
Innovation,Satellite,0
Solar Deflection Array,Boulder,0
Steam,Planetary Evacuation Fleet,1
Sunshine,Viral Meme,0
Fire Blanket,Earthquake,1
Steam,Persistence,0
Absorption,Fire Extinguisher,0
Bear Trap,Vacuum,1
Steam,Singularity Stabilizer,0
Drill,Lightning,0
Acid,Dam,0
AI Kill Switch,Evacuation,1
Drill,Absorption,0
Nanobot Swarm,Vacation,1
Diamond Cage,Glacier,0
Tsunami,Diamond Cage,1
Terraforming Device,Sandpaper,1
Robot,AI Kill Switch,0
Anti-Virus Nanocloud,Orbital Laser,1
Super Glue,Satellite,0
Diamond Cage,Neutralizing Agent,0
Bulldozer,Persistence,0
Jackhammer,Robot,0
Resilience,Resilience,0
Oil,Satellite,0
Antimatter Cannon,Flood,0
Molotov Cocktail,Steam,0
Avalanche,Water,1
Dynamite,Drought,0
Cataclysm Containment Field,War,1
Lava,Drought,1
Antimatter Cannon,Satellite,0
Resilience,Bear Trap,1
Resilience,Tsunami,0
Planetary Defense Shield,Love,1
Fire Extinguisher,Signal Jammer,0
Dam,Diamond Cage,0
Innovation,Robot,0
Avalanche,Flood,1
Jackhammer,Hydraulic Jack,0
Super Glue,Therapy,0
Dynamite,Dragon,1
Love,Propaganda,0
Seismic Dampener,Jackhammer,0
Fire,Anti-Virus Nanocloud,1
Persistence,Water,0
Laser,Vacuum,1
Fire Blanket,Lightning,0
Hurricane,Encryption,0
Seismic Dampener,Bulldozer,0
Flood,Planetary Defense Shield,0
Acid,Bear Trap,1
Seismic Dampener,Reforestation,0
Explosion,Sonic Boom,0
Propaganda,Laser,0
Fire,Acid,1
Vacuum,Terraforming Device,1
Drill,Viral Meme,1
Vacation,Flood,0
Glacier,Innovation,1
Evacuation,Disease,0
Boulder,Bear Trap,0
AI Kill Switch,Life Raft,0
Fire Blanket,Hurricane,1
Resilience,Lava,1
Cataclysm Containment Field,Lightning,0
Oil,Proof,1
Resilience,Fire Extinguisher,0
Planetary Defense Shield,Explosion,0
Sandpaper,Absorption,0
Resilience,Planetary Defense Shield,1
Bear Trap,Oil,0
Encryption,Lava,0
Flood,Absorption,1
Explosion,Drought,1
Love,Planetary Evacuation Fleet,1
Planetary Evacuation Fleet,Fire Blanket,1
Laser,Water,0
Singularity Stabilizer,Satellite,1
Acid,Antimatter Cannon,0
Acid,Persistence,0
Nanobot Swarm,Jackhammer,0
Resilience,Innovation,0
Robot,Explosion,0
Cataclysm Containment Field,Sunshine,0
Life Raft,Propaganda,0
Fire Extinguisher,Innovation,0
Avalanche,Therapy,0
Anti-Virus Nanocloud,Laser,1
Lava,Fire Blanket,0
Bear Trap,Mutation,1
Drill,Therapy,1
Fire Extinguisher,Satellite,0
War,Molotov Cocktail,0
Steam,Innovation,1
Bulldozer,Therapy,1
Signal Jammer,Drought,0
Absorption,Satellite,0
Water,Life Raft,1
Confidence,Reforestation,0
Explosion,Sandpaper,0
Jackhammer,Jackhammer,0
Neutralizing Agent,Tsunami,0
Love,Grizzly,1
Mutation,Disease,1
Vacation,Bulldozer,0
Reality Resynchronizer,Neutralizing Agent,1
Sunshine,Hurricane,1
Explosion,Anti-Virus Nanocloud,0
Jackhammer,Gust,1
Jackhammer,Glacier,1
Planetary Evacuation Fleet,Drought,1
Flood,Reality Resynchronizer,0
